,Date,Type,Country,Activity,Sex,Fatal (Y/N),Year
2018,31-Aug-2000,Unprovoked,USA,Swimming,M,N,2000
2019,30-Aug-2000,Unprovoked,USA,Jumped into the water,M,Y,2000
2020,27-Aug-2000,Provoked,USA,Conducting research,M,N,2000
2021,21-Aug-2000,Unprovoked,USA,Swimming out to porpoises ,M,N,2000
2022,15-Aug-2000,Unprovoked,USA,"Windsurfing, but sitting on his board",M,N,2000
2023,13-Aug-2000,Unprovoked,USA,Surfing / Wading,M,N,2000
2024,12-Aug-2000,Unprovoked,USA,Standing,F,N,2000
2025,11-Aug-2000,Invalid,USA,Swimming ,M,,2000
2026,10-Aug-2000,Invalid,USA,Attempting to illegally enter the USA,M,,2000
2028,25-Jul-2000,Unprovoked,USA,,M,N,2000
2029,22-Jul-2000,Unprovoked,USA,Snorkeling,F,N,2000
2030,17-Jul-2000,Unprovoked,USA,Surfing,M,N,2000
2031,16-Jul-2000,Unprovoked,USA,Surfing,M,N,2000
2032,16-Jul-2000,Unprovoked,SOUTH AFRICA,Surfing,M,N,2000
2033,15-Jul-2000,Unprovoked,SOUTH AFRICA,Surfing,M,N,2000
2036,10-Jul-2000,Unprovoked,USA,Wading,M,N,2000
2037,09-Jul-2000,Unprovoked,USA,Swimming ,M,N,2000
2038,07-Jul-2000,Unprovoked,USA,Jumping,M,N,2000
2039,06-Jul-2000,Unprovoked,USA,Playing,F,N,2000
2040,04-Jul-2000,Unprovoked,USA,Wading,F,N,2000
2041,04-Jul-2000,Unprovoked,USA,"Spearfishing, holding mesh bag with speared fish",F,N,2000
2042,02-Jul-2000,Unprovoked,USA,Wading,F,N,2000
2043,02-Jul-2000,Unprovoked,USA,Standing,F,N,2000
2047,19-Jun-2000,Unprovoked,USA,Standing,M,N,2000
2049,10-Jun-2000,Unprovoked,USA,Surfing,M,N,2000
2050,09-Jun-2000,Unprovoked,USA,Swimming,M,N,2000
2051,09-Jun-2000,Unprovoked,USA,Swimming ,M,N,2000
2052,02-Jun-2000,Unprovoked,USA,Snorkeling,M,N,2000
2058,14-Apr-2000,Unprovoked,USA,Walking,M,N,2000
2059,09-Apr-2000,Unprovoked,USA,Boogie boarding / wading,M,N,2000
2060,31-Mar-2000,Unprovoked,USA,Fishing,M,N,2000
2061,30-Mar-2000,Unprovoked,AUSTRALIA,Swimming,M,N,2000
2062,26-Mar-2000,Unprovoked,USA,Boogie boarding,F,N,2000
2063,24-Mar-2000,Unprovoked,USA,Surfing,M,N,2000
2065,14-Mar-2000,Unprovoked,AUSTRALIA,Surfing,M,N,2000
2069,02-Mar-2000,Unprovoked,AUSTRALIA,Swimming,M,N,2000
2070,Mar-2000,Unprovoked,USA,Spearfishing,M,N,2000
2071,21-Feb-2000,Unprovoked,USA,,M,N,2000
2072,19-Feb-2000,Unprovoked,SOUTH AFRICA,Body surfing,M,N,2000
2075,01-Feb-2000,Unprovoked,AUSTRALIA,Surfing,M,N,2000
2078,2000,Boating,USA,Fishing for tarpon,M,N,2000
2083,14-Dec-1999,Invalid,USA,Scuba diving,M,,1999
2085,02-Dec-1999,Unprovoked,USA,Surfing,M,N,1999
2086,30-Nov-1999,Unprovoked,USA,Surfing,M,N,1999
2087,23-Nov-1999,Unprovoked,USA,Swimming,F,N,1999
2088,15-Nov-1999,Unprovoked,USA,Surfing (sitting on his board),M,N,1999
2089,13 -Nov-1999,Unprovoked,SOUTH AFRICA,Surfing,M,N,1999
2093,30-Oct-1999,Unprovoked,USA,Body boarding,M,N,1999
2094,30-Oct-1999,Unprovoked,USA,Body surfing,M,N,1999
2095,20-Oct-1999,Unprovoked,USA,Surfing,M,N,1999
2096,01-Oct-1999,Unprovoked,USA,"Surfing, lying on surfboard",M,N,1999
2097,29-Sep-1999,Unprovoked,USA,Wading to shore after surfing,M,N,1999
2099,19-Sep-1999,Unprovoked,USA,Kayaking,M,N,1999
2100,16-Sep-1999,Unprovoked,USA,Wading,F,N,1999
2101,10-Sep-1999,Unprovoked,USA,Wading,F,N,1999
2102,05-Sep-1999,Unprovoked,USA,Surfing,M,N,1999
2103,04-Sep-1999,Provoked,USA,Wading,M,N,1999
2104,04-Sep-1999,Unprovoked,USA,Wading with surfboard,M,N,1999
2105,26-Aug-1999,Unprovoked,USA,Surfing,M,N,1999
2106,24-Aug-1999,Unprovoked,USA,Surfing,M,N,1999
2108,21-Aug-1999,Unprovoked,USA,Surfing,M,N,1999
2109,16-Aug-1999,Unprovoked,USA,Lying prone in 2' of water,M,N,1999
2110,05-Aug-1999,Unprovoked,USA,Body surfing,M,N,1999
2112,29-Jul-1999,Unprovoked,SOUTH AFRICA,Surfing,M,N,1999
2113,26-Jul-1999,Unprovoked,USA,Swimming with dolphins,M,N,1999
2114,21-Jul-1999,Unprovoked,USA,Surfing,M,N,1999
2115,15-Jul-1999,Unprovoked,SOUTH AFRICA,Boogie boarding,M,Y,1999
2116,06-Jul-1999,Unprovoked,USA,,M,N,1999
2117,04-Jul-1999,Unprovoked,USA,Wading in school of baitfish,F,N,1999
2118,03-Jul-1999,Unprovoked,SOUTH AFRICA,Surfing,M,N,1999
2119,19-Jun-1999,Unprovoked,USA,Adrift in a life jacket,M,N,1999
2120,17-Jun-1999,Unprovoked,USA,Surfing,M,N,1999
2121,12-Jun-1999,Unprovoked,USA,Swimming,M,N,1999
2122,09-Jun-1999,Unprovoked,USA,Splashing / wading,M,N,1999
2123,29-May-1999,Unprovoked,AUSTRALIA,Windsurfing,M,Y,1999
2127,01-Apr-1999,Unprovoked,USA,Surfing,M,N,1999
2130,18-Mar-1999,Unprovoked,USA,"Swimming, towing a kayak",F,Y,1999
2133,08-Mar-1999,Unprovoked,USA,Body surfing or body boarding,M,N,1999
2134,05-Mar-1999,Unprovoked,USA,Swimming near pod of whales,F,N,1999
2136,23-Feb-1999,Unprovoked,AUSTRALIA,Surfing,M,N,1999
2137,03-Feb-1999,Unprovoked,USA,Surfing,M,N,1999
2139, 13-Jan-1999,Unprovoked,SOUTH AFRICA,Paddle Skiing,M,N,1999
2141,03-Jan-1999,Invalid,AUSTRALIA,Fishing,F,,1999
2143,1999,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1999
2144,1999,Invalid,USA,Body surfing,M,,1999
2145,24-Dec-1998,Provoked,USA,Surfing,M,N,1998
2146,22-Dec-1998,Unprovoked,AUSTRALIA,Standing,F,N,1998
2147,20-Dec-1998,Unprovoked,SOUTH AFRICA,Surfing,M,N,1998
2148,18-Dec-1998,Unprovoked,SOUTH AFRICA,Splashing,M,N,1998
2149,15-Dec-1998,Unprovoked,AUSTRALIA,Surfing,F,N,1998
2150,21-Nov-1998,Unprovoked,USA,Swimming,M,Y,1998
2151,14-Nov-1998,Unprovoked,USA,Surfing,M,N,1998
2152,11-Nov-1998,Unprovoked,USA,Walking,M,N,1998
2153,05-Nov-1998,Unprovoked,USA,Surfing,M,N,1998
2156,24-Oct-1998,Unprovoked,USA,Swimming,F,N,1998
2157,18-Oct-1998,Unprovoked,SOUTH AFRICA,Surfing,M,N,1998
2158,10-Oct-1998,Unprovoked,USA,Surfing,M,N,1998
2161,01-Oct-1998,Unprovoked,USA,,M,N,1998
2162,27-Sep-1998,Unprovoked,USA,Surfing,M,N,1998
2163,22-Sep-1998,Unprovoked,USA,Surfing,M,N,1998
2164,16-Sep-1998,Unprovoked,SOUTH AFRICA,Fishing / washing bait off hands,M,N,1998
2165,14-Sep-1998,Unprovoked,USA,Surfing,M,N,1998
2167,30-Aug-1998,Unprovoked,USA,Surfing,M,N,1998
2169,26-Aug-1998,Unprovoked,USA,Boogie boarding,M,N,1998
2170,Reported23-Aug-1998,Unprovoked,USA,Spearfishing,M,N,1998
2172,13-Aug-1998,Unprovoked,USA,Body-boarding,M,N,1998
2173,12-Aug-1998,Provoked,SOUTH AFRICA,Moving a shark in a net ,M,N,1998
2174,01-Aug-1998,Unprovoked,SOUTH AFRICA,Surfing (or body boarding),M,N,1998
2175,01-Aug-1998,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1998
2177,25-Jul-1998,Unprovoked,USA,Surfing,M,N,1998
2178,06-Jul-1998,Unprovoked,SOUTH AFRICA,Wading,M,N,1998
2179,11-Jul-1998,Unprovoked,SOUTH AFRICA,Surfing,M,N,1998
2180,06-Jul-1998,Unprovoked,SOUTH AFRICA,Surfing,M,N,1998
2181,28-Jun-1998,Unprovoked,AUSTRALIA,Free diving for abalone,M,Y,1998
2182,22-Jun-1998,Unprovoked,SOUTH AFRICA,Body Boarding,M,Y,1998
2183,08-Jun-1998,Unprovoked,USA,Surfing,M,N,1998
2184,05-Jun-1998,Unprovoked,SOUTH AFRICA,Surfing,M,N,1998
2185,30-May-1998,Unprovoked,SOUTH AFRICA,Surfing,M,N,1998
2186,29-May-1998,Unprovoked,SOUTH AFRICA,Body boarding,M,N,1998
2188,25-May-1998,Unprovoked,USA,Surfing,M,N,1998
2189,16-May-1998,Unprovoked,USA,Swimming,F,N,1998
2190,16-May-1998,Unprovoked,USA,Swimming / surfing,M,N,1998
2191,16-May-1998,Unprovoked,SOUTH AFRICA,Body boarding,M,N,1998
2193,21-Apr-1998,Unprovoked,USA,Surfing (lying prone on his board),M,N,1998
2194,17-Apr-1998,Provoked,USA,Scuba diving,M,N,1998
2197,31-Mar-1998,Unprovoked,USA,Swimming,M,N,1998
2198,15-Mar-1998,Unprovoked,SOUTH AFRICA,Snorkeling  hunting crayfish and abalone,M,N,1998
2199,08-Mar-1998,Unprovoked,USA,Swimming or paddle boarding,M,N,1998
2200,23-Feb-1998,Unprovoked,USA,Swimming,M,N,1998
2201,28-Jan-1998,Invalid,AUSTRALIA,Spearfishing,M,,1998
2204,25-Jan-1998,Unprovoked,SOUTH AFRICA,Surfing,M,N,1998
2205,17-Jan-1998,Unprovoked,AUSTRALIA,Surfing,M,N,1998
2207,1998,Unprovoked,SOUTH AFRICA,Surfing,M,Y,1998
2209,1998 ,Unprovoked,USA,Spearfishing on scuba & transferring fish onto a stringer,M,N,1998
2210,28-Dec-1997,Unprovoked,SOUTH AFRICA,Spearfishing,M,Y,1997
2211,28-Dec-1997,Unprovoked,SOUTH AFRICA,Sitting on surfboard,M,N,1997
2212,25-Dec-1997,Invalid,USA,,F,,1997
2213,25-Dec-1997,Unprovoked,USA,Swimming,M,N,1997
2214,09-Nov-1997,Unprovoked,AUSTRALIA,Scuba diving (submerged riding a scooter),M,N,1997
2215,05-Nov-1997,Unprovoked,USA,Swimming,M,N,1997
2216, 05-Nov-1997,Invalid,AUSTRALIA,Unknown,M,,1997
2217,28-Oct-1997,Unprovoked,AUSTRALIA,Surf-skiing,M,N,1997
2218,28-Oct-1997,Unprovoked,USA,Body boarding or surfing,M,N,1997
2219,24-Oct-1997,Unprovoked,USA,Surfing,M,N,1997
2220,21-Oct-1997,Unprovoked,USA,Surfing,M,N,1997
2222,04-Oct-1997,Unprovoked,USA,Swimming,F,N,1997
2224,09-Sep-1997,Unprovoked,USA,Surfing,M,N,1997
2226,06-Sep-1997,Unprovoked,USA,Surfing,M,N,1997
2227,30-Aug-1997,Unprovoked,USA,Surfing,M,N,1997
2228,27-Aug-1997,Unprovoked,USA,Walking / surfing,M,N,1997
2229,24-Aug-1997,Unprovoked,USA,Surfing (sitting on his board),M,N,1997
2232,11-Aug-1997,Unprovoked,USA,Floating on raft,F,N,1997
2235,10-Aug-1997,Unprovoked,USA,Boogie boarding,M,N,1997
2236,09-Aug-1997,Unprovoked,USA,Surfing,M,N,1997
2237,05-Aug-1997,Unprovoked,USA,Wading,F,N,1997
2238,04-Aug-1997,Unprovoked,USA,Wade-fishing,M,N,1997
2239,02-Aug-1997,Unprovoked,USA,Body surfing,M,N,1997
2240,02-Aug-1997,Unprovoked,USA,Wading / Surfing,M,N,1997
2241,27-Jul-1997,Unprovoked,AUSTRALIA,Surfing,M,N,1997
2242,21-Jul-1997,Unprovoked,SOUTH AFRICA,Surfing,M,Y,1997
2244,14-Jul-1997,Unprovoked,USA,Standing,M,N,1997
2247,24-Jun-1997,Unprovoked,USA,Spearfishing / night diving,M,N,1997
2249,09-Jun-1997,Unprovoked,USA,Surfing,M,N,1997
2251,02-Jun-1997,Unprovoked,USA,"Body surfing, stood up on sandbar",M,N,1997
2252,31-May-1997,Unprovoked,USA,Spearfishing,M,N,1997
2253,31-May-1997,Unprovoked,USA,Surfing,M,N,1997
2258,28-Feb-1997,Unprovoked,AUSTRALIA,Swimming,F,N,1997
2259,28-Feb-1997,Unprovoked,AUSTRALIA,Scuba diving,M,N,1997
2260,21-Feb-1997,Unprovoked,USA,,M,UNKNOWN,1997
2262,03-Feb-1997,Boating,AUSTRALIA,Rowing ,F,N,1997
2263,25-Jan-1997,Unprovoked,AUSTRALIA,Snorkeling,M,N,1997
2264,20-Jan-1997,Unprovoked,AUSTRALIA,Windsurfing,M,Y,1997
2267,29-Dec-1996,Unprovoked,AUSTRALIA,Surfing,M,UNKNOWN,1996
2268,10-Dec-1996,Unprovoked,SOUTH AFRICA,Surfing,M,N,1996
2271,29-Nov-1996,Unprovoked,USA,Surfing,M,N,1996
2272,18-Nov-1996,Unprovoked,USA,Surfing,M,N,1996
2276,05-Oct-1996,Unprovoked,USA,Surfing,M,N,1996
2277,03-Oct-1996,Unprovoked,USA,Surfing,M,N,1996
2280,18-Sep-1996,Unprovoked,USA,Swimming,M,N,1996
2282,06-Sep-1996,Unprovoked,USA,Surfing / Swimming,M,N,1996
2283,02-Sep-1996,Unprovoked,USA,Standing,M,N,1996
2284,02-Sep-1996,Unprovoked,USA,Sitting on surfboard,M,N,1996
2285,01-Sep-1996,Invalid,USA,Boogie boarding,F,,1996
2286,01-Sep-1996,Provoked,SOUTH AFRICA,Spearfishing,M,N,1996
2287,29-Aug-1996,Unprovoked,USA,Body Boarding,M,N,1996
2288,13-Aug-1996,Unprovoked,USA,Free diving for abalone,M,N,1996
2289,11-Aug-1996,Unprovoked,USA,Wade fishing,M,N,1996
2290,26-Jul-1996,Unprovoked,USA,Standing,F,N,1996
2293,21-Jul-1996,Unprovoked,USA,Swimming,M,N,1996
2294,20-Jul-1996,Unprovoked,USA,Swimming,M,N,1996
2296,10-Jul-1996,Unprovoked,USA,,M,N,1996
2297,04-Jul-1996,Unprovoked,USA,Standing,F,N,1996
2299,25-Jun-1996,Unprovoked,USA,Body surfing,F,N,1996
2300,06-Jun-1996,Unprovoked,AUSTRALIA,Surfing,M,N,1996
2301,04-Jun-1996,Unprovoked,SOUTH AFRICA,Surfing,M,N,1996
2302,28-May-1996,Unprovoked,SOUTH AFRICA,Surfing,M,N,1996
2303,24-May-1996,Invalid,AUSTRALIA,Tech diving ,M,Y,1996
2304,18-May-1996,Unprovoked,USA,Surfing,M,N,1996
2306,07-May-1996,Unprovoked,USA,Surfing,M,N,1996
2307,28-Apr-1996,Unprovoked,USA,,M,UNKNOWN,1996
2308,25-Apr-1996,Unprovoked,AUSTRALIA,Swimming,M,N,1996
2309,25-Apr-1996,Unprovoked,AUSTRALIA,Swimming,F,N,1996
2311,05-Mar-1996,Unprovoked,AUSTRALIA,Swimming breast stoke,F,N,1996
2312,Mar-1996,Unprovoked,AUSTRALIA,Fishing in knee-deep water,M,N,1996
2313,26-Feb-1996,Unprovoked,AUSTRALIA,Dived naked into the water on a bet,M,N,1996
2314,Reported19-Feb-1996,Provoked,USA,Swimming in fish tank,F,N,1996
2319,04-Feb-1996,Unprovoked,AUSTRALIA,Swimming,M,N,1996
2320,23-Jan-1996,Provoked,USA,Wading,M,N,1996
2321,22-Jan-1996,Unprovoked,AUSTRALIA,Swimming,F,N,1996
2322,16-Jan-1996,Unprovoked,USA,Swimming with mask & snorkel,M,N,1996
2327,1996,Unprovoked,USA,Surfing,M,N,1996
2328,18-Dec-1995,Unprovoked,USA,,M,UNKNOWN,1995
2330,25-Nov-1995,Invalid,USA,,M,,1995
2332,17-Nov-1995,Unprovoked,AUSTRALIA,,M,N,1995
2333,28-Oct-1995,Unprovoked,USA,Boogie boarding,M,N,1995
2334,21-Oct-1995,Unprovoked,USA,Surfing,M,N,1995
2335,11-Oct-1995,Unprovoked,AUSTRALIA,Playing / standing,F,N,1995
2336,01-Oct-1995,Unprovoked,USA,Surfing,M,N,1995
2337,30-Sep-1995,Unprovoked,USA,Surfing,M,N,1995
2339,28-Sep-1995,Unprovoked,USA,Windsurfing,M,N,1995
2340,19-Sep-1995,Unprovoked,USA,Surfing,M,N,1995
2341,17-Sep-1995,Unprovoked,USA,Swimming,F,N,1995
2343,13-Sep-1995,Unprovoked,USA,Scuba diving,M,Y,1995
2344,11-Sep-1995,Unprovoked,AUSTRALIA,Abalone diving using Hookah (near calving whales),M,Y,1995
2345,03-Sep-1995,Unprovoked,USA,Abalone diving using Hookah (resting on the surface),M,N,1995
2346,03-Sep-1995,Invalid,USA,Swimming,M,,1995
2347,31-Aug-1995,Unprovoked,USA,Surfing,M,N,1995
2348,31-Aug-1995,Unprovoked,USA,On a float,M,N,1995
2350,26-Aug-1995,Unprovoked,USA,Surfing,M,N,1995
2352,25-Aug-1995,Unprovoked,USA,Swimming,M,N,1995
2353,22-Aug-1995,Unprovoked,USA,Swimming ,M,N,1995
2354,22-Aug-1995,Unprovoked,USA,Surfing,M,N,1995
2357,15-Aug-1995,Unprovoked,USA,Wading,M,N,1995
2358,13-Aug-1995,Invalid,USA,Swimming,M,,1995
2359,10-Aug-1995,Unprovoked,USA,Surfing,M,N,1995
2360,10-Aug-1995,Unprovoked,USA,"""Riding waves on a board""",F,N,1995
2361,07-Aug-1995,Unprovoked,USA,Body boarding,M,N,1995
2363,Aug-1995,Invalid,USA,Diving,M,,1995
2364,28-Jul-1995,Unprovoked,USA,Surfing,M,N,1995
2367,28-Jul-1995,Unprovoked,USA,Standing,M,N,1995
2368,28-Jul-1995,Unprovoked,USA,,M,N,1995
2369,24-Jul-1995,Unprovoked,USA,Swimming,F,N,1995
2370,23-Jul-1995,Unprovoked,USA,Body boarding,M,N,1995
2372,08-Nov-1984,Unprovoked,SOUTH AFRICA,Surfing,M,N,1984
2373,06-Jul-1995,Unprovoked,USA,Surfing,M,N,1995
2374,03-Jul-1995,Provoked,USA,Fishing,F,N,1995
2375,Jul-1995,Provoked,USA,Jumped off surfboard & landed on the shark,M,N,1995
2376,30-Jun-1995,Unprovoked,USA,Scuba diving (ascending using scooter),M,N,1995
2377,24-Jun-1995,Unprovoked,USA,Kayaking,F,N,1995
2378,23-Jun-1995,Unprovoked,USA,Playing / jumping,M,N,1995
2379,17-Jun-1995,Unprovoked,USA,Surfing,M,N,1995
2380,17-Jun-1995,Unprovoked,USA,Swimming,M,N,1995
2381,16-Jun-1995,Unprovoked,USA,Swimming,F,N,1995
2382,14-Jun-1995,Unprovoked,USA,Swimming,M,N,1995
2386,26-May-1995,Unprovoked,USA,Surfing,M,N,1995
2390,16-Apr-1995,Invalid,USA,,M,,1995
2391,13-Apr-1995,Unprovoked,USA,,M,N,1995
2392,09-Apr-1995,Unprovoked,AUSTRALIA,Diving,M,N,1995
2394,21-Mar-1995,Unprovoked,AUSTRALIA,Surf skiing,F,N,1995
2395,11-Mar-1995,Unprovoked,AUSTRALIA,Surfing,M,N,1995
2397,19-Feb-1995,Unprovoked,SOUTH AFRICA,Swimming,M,N,1995
2399,24-Jan-1995,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1995
2401,1995,Invalid,SOUTH AFRICA,Diving,M,,1995
2402,1995,Provoked,AUSTRALIA,Snorkeling,M,N,1995
2403,1995,Invalid,USA,Scuba diving,M,,1995
2404,1995,Unprovoked,USA,,M,UNKNOWN,1995
2405,30-Dec-1994,Unprovoked,SOUTH AFRICA,Body boarding,M,N,1994
2410,09-Dec-1994,Invalid,AUSTRALIA,Murder victim,M,,1994
2411,09-Dec-1994,Unprovoked,USA,Commercial diver (submerged or treading water),M,Y,1994
2413,25-Nov-1994,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1994
2414,13-Nov-1994,Unprovoked,USA,"Surfing, paddling seawards",F,N,1994
2418,09-Oct-1994,Provoked,USA,Wading,F,N,1994
2419,05-Oct-1994,Unprovoked,USA,Surfing,M,N,1994
2420,26-Sep-1994,Unprovoked,USA,Swimming,F,N,1994
2421,21-Sep-1994,Unprovoked,USA,Surfing,M,N,1994
2422,11-Sep-1994,Sea Disaster,USA,Adrift on refugee raft,M,Y,1994
2423,05-Sep-1994,Unprovoked,USA,Jumped off rocks into white water,F,N,1994
2428,09-Jul-1994,Unprovoked,SOUTH AFRICA,Surfing,M,Y,1994
2429,09-Jul-1994,Unprovoked,SOUTH AFRICA,Surfing,M,N,1994
2431,08-Jul-1994,Unprovoked,USA,Surfing,M,N,1994
2433,31-May-1994,Unprovoked,USA,Surfing,M,N,1994
2435,28-May-1994,Unprovoked,USA,Spearfishing,M,N,1994
2436,24-May-1994,Unprovoked,USA,Wading,F,N,1994
2437,23-May-1994,Unprovoked,USA,Wading,M,N,1994
2438,15-May-1994,Unprovoked,USA,Surfing,M,N,1994
2439,16-Apr-1994,Invalid,USA,,F,,1994
2442,03-Apr-1994,Unprovoked,USA,Freediving for seashells,M,N,1994
2443,02-Apr-1994,Unprovoked,SOUTH AFRICA,Spearfishing,M,Y,1994
2446,07-Mar-1994,Provoked,USA,Removing shark from tank in nightclub ,M,N,1994
2448,27-Feb-1994,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1994
2449,19-Feb-1994,Unprovoked,USA,Surfing,M,N,1994
2450,13-Feb-1994,Provoked,USA,Fishing,M,N,1994
2451,12-Feb-1994,Unprovoked,SOUTH AFRICA,Surfing,M,N,1994
2454,31-Jan-1994,Unprovoked,USA,Surfing,M,Y,1994
2455,30-Jan-1994,Unprovoked,SOUTH AFRICA,Windsurfing,M,N,1994
2457,09-Jan-1994,Unprovoked,AUSTRALIA,"Swimming, after falling off towed kneeboard",M,N,1994
2458,03-Jan-1994,Unprovoked,SOUTH AFRICA,Swimming ,M,N,1994
2460,1994,Unprovoked,USA,Surfing,M,N,1994
2461,Dec-1993,Unprovoked,USA,Surfing,M,Y,1993
2462,28-Nov-1993,Unprovoked,USA,Swimming,M,N,1993
2463,21-Nov-1993,Unprovoked,AUSTRALIA,Hookah diving,M,Y,1993
2464,12-Nov-1993,Unprovoked,USA,"Surfing, paddling shorewards",M,N,1993
2466,30-Oct-1993,Unprovoked,USA,Surfing,M,N,1993
2467,26-Oct-1993,Unprovoked,USA,Swimming,F,N,1993
2468,10-Oct-1993,Boating,USA,Kayaking,F,N,1993
2471,26-Sep-1993,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1993
2474,14-Sep-1993,Unprovoked,USA,Wading,M,N,1993
2475,09-Sep-1993,Unprovoked,USA,,M,N,1993
2479, 19-Aug-1993,Unprovoked,USA,"Surfing, paddling seawards",M,N,1993
2481,15-Aug-1993,Unprovoked,USA,Riding floatation device,F,N,1993
2483,12-Aug-1993,Unprovoked,USA,Free diving for abalone (ascending),M,N,1993
2486,30-Jul-1993,Unprovoked,SOUTH AFRICA,Surfing,M,N,1993
2487,07-Jul-1993,Unprovoked,USA,Playing,F,N,1993
2492,10-Jun-1993,Unprovoked,USA,Paddling on surfboard or body board,M,N,1993
2493,09-Jun-1993,Unprovoked,AUSTRALIA,Scuba diving,M,Y,1993
2494,05-Jun-1993,Unprovoked,AUSTRALIA,Scuba diving at seal colony,F,Y,1993
2496,Jun-1993,Unprovoked,USA,Swimming,F,N,1993
2499,Apr-1993,Invalid,AUSTRALIA,Spearfishing,M,,1993
2501,22-Mar-1993,Unprovoked,USA,Floating on his back,M,N,1993
2503,14-Mar-1993,Unprovoked,USA,Paddling on surfboard,M,N,1993
2504,12-Mar-1993,Unprovoked,USA,Free diving & spearfishing (ascending),M,N,1993
2508,04-Feb 1993,Provoked,AUSTRALIA,Fishing,M,N,1993
2510,05-Jan-1993,Unprovoked,AUSTRALIA,Spearfishing,M,N,1993
2512,02-Jan-1993,Unprovoked,USA,Surfing,M,N,1993
2517,28-Dec-1992,Unprovoked,USA,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,N,1992
2518,23-Dec-1992,Unprovoked,USA,Lying on surfboard,M,N,1992
2519,29-Nov-1992,Unprovoked,USA,Spearfishing / free diving,M,N,1992
2520,25-Nov-1992,Unprovoked,USA,Surfing,M,N,1992
2521,23-Nov-1992,Unprovoked,USA,Surfing,M,N,1992
2522,14-Nov-1992,Boating,USA,Kayaking,M,N,1992
2524,11-Nov-1992,Unprovoked,USA,Scuba diving (submerged),M,N,1992
2525,06-Nov-1992,Unprovoked,USA,Surfing,M,N,1992
2526,05-Nov-1992,Unprovoked,USA,Body boarding,M,Y,1992
2527,29-Oct-1992,Unprovoked,USA,Hookah diving for sea urchins,M,N,1992
2528,22-Oct-1992,Unprovoked,USA,Surfing,M,N,1992
2529,15-Oct-1992,Unprovoked,AUSTRALIA,Scuba diving,M,N,1992
2531,01-Oct-1992,Unprovoked,AUSTRALIA,Surfing,M,Y,1992
2533,13-Sep-1992,Unprovoked,USA,Surfing,M,N,1992
2534,11-Sep-1992,Unprovoked,USA,Standing,F,N,1992
2536,Sep-1992,Unprovoked,USA,Surf fishing,M,N,1992
2538,25-Aug-1992,Unprovoked,AUSTRALIA,Surfing,M,N,1992
2539,21-Aug-1992,Invalid,USA,Fell from cliff while fishing & disappeared in strong current,M,,1992
2540,18-Aug-1992,Unprovoked,USA,Surfing,M,N,1992
2541,17-Aug-1992,Provoked,USA,Snorkeling,M,N,1992
2542,Aug-1992,Invalid,USA,Fisherman,M,,1992
2543,23-Jul-1992,Invalid,USA,"Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",M,,1992
2544,21-Jul-1992,Unprovoked,USA,Standing,F,N,1992
2552,31-May-1992,Invalid,USA,Scuba diving ,M,,1992
2556,09-Apr-1992,Unprovoked,SOUTH AFRICA,Surfing,M,N,1992
2557,28-Mar-1992,Unprovoked,USA,"Surfing, paddling seawards",F,N,1992
2558,10-Mar-1992,Unprovoked,AUSTRALIA,Surfing,M,N,1992
2561,08-Mar-1992,Unprovoked,USA,Surfing (sitting on his board),M,N,1992
2562,19-Feb-1992,Unprovoked,USA,Body boarding,M,Y,1992
2564,09-Feb-1992,Invalid,AUSTRALIA,Surfing,M,,1992
2566,29-Jan-1992,Unprovoked,AUSTRALIA,Boogie boarding,M,N,1992
2567,23-Jan-1992,Unprovoked,SOUTH AFRICA,Swimming ,M,N,1992
2568,08-Jan-1992,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1992
2573,04-Dec-1991,Unprovoked,USA,Hookah diving for sea urchins,M,N,1991
2574,26-Nov-1991,Unprovoked,USA,Snorkeling,F,Y,1991
2575,26-Nov-1991,Unprovoked,USA,Snorkeling,F,N,1991
2576,19-Nov-1991,Unprovoked,USA,"Fishing from rocks, swept out to sea by large wave & treading water",M,Y,1991
2577,14-Nov-1991,Provoked,USA,Fishing,M,N,1991
2578,Nov-1991,Unprovoked,AUSTRALIA,Boogie boarding,M,N,1991
2579,12-Oct-1991,Unprovoked,USA,Surfing,M,N,1991
2580,05-Oct-1991,Unprovoked,USA,Surfing,M,N,1991
2582,08-Sep-1991,Unprovoked,AUSTRALIA,Scuba diving,M,Y,1991
2583,30-Aug-1991,Provoked,AUSTRALIA,Finning the shark that bit him,M,N,1991
2584,26-Aug-1991,Unprovoked,USA,Swimming,M,N,1991
2585,12-Aug-1991,Unprovoked,USA,Wading,F,N,1991
2586,09-Aug-1991,Provoked,USA,Fishing,M,N,1991
2588,27-Jul-1991,Unprovoked,USA,Snorkeling,M,N,1991
2589,18-Jul-1991,Unprovoked,USA,Swimming from makeshift raft  to life vest after fishing boat sank,M,N,1991
